City,State,Median income (USD)
Clark Fork,Idaho,42500
Clayton,Idaho,-
Clifton,Idaho,74539
Coeur d'Alene,Idaho,59699
Conkling Park,Idaho,29426
Coolin,Idaho,-
Cottonwood,Idaho,47813
Council,Idaho,35278
Craigmont,Idaho,48750
Crouch,Idaho,61250
Culdesac,Idaho,42000
Dalton Gardens,Idaho,78611
Dayton,Idaho,77833
Deary,Idaho,68304
Declo,Idaho,42453
De Smet,Idaho,43750
Dietrich,Idaho,62813
Donnelly,Idaho,-
Dover,Idaho,78333
Downey,Idaho,40114
Driggs,Idaho,79936
Drummond,Idaho,-
Dubois,Idaho,41250
Eagle,Idaho,99814
East Hope,Idaho,54583
Eden,Idaho,31458
Elk City,Idaho,-
Elk River,Idaho,41250
Emmett,Idaho,50139
Fairfield,Idaho,40208
Ferdinand,Idaho,44375
Fernan Lake Village,Idaho,76875
Fernwood,Idaho,-
Filer,Idaho,43283
Firth,Idaho,60938
Fort Hall,Idaho,35000
Franklin,Idaho,55000
Fruitland,Idaho,59712
Gannett,Idaho,-
Garden City,Idaho,54540
Garden Valley,Idaho,83077
Genesee,Idaho,77941
Georgetown,Idaho,80500
Glenns Ferry,Idaho,29219
Gooding,Idaho,45156
Grace,Idaho,70179
Grand View,Idaho,46667
Grangeville,Idaho,37703
Greenleaf,Idaho,52788
Groveland,Idaho,42326
Hagerman,Idaho,59250
Hailey,Idaho,63831
Hamer,Idaho,68750
Hammett,Idaho,24728
Hansen,Idaho,41875
Harrison,Idaho,69063
Hauser,Idaho,53500
Hayden,Idaho,61124
Hayden Lake,Idaho,77308
Hazelton,Idaho,41341
Heyburn,Idaho,52500
Hidden Springs,Idaho,138895
Hollister,Idaho,46154
Homedale,Idaho,39531
Hope,Idaho,-
Horseshoe Bend,Idaho,46765
Huetter,Idaho,34107
Idaho City,Idaho,32500
Idaho Falls,Idaho,57412
Inkom,Idaho,66818
Iona,Idaho,74781
Irwin,Idaho,52083
Island Park,Idaho,47917
Jerome,Idaho,54535
Juliaetta,Idaho,52353
Kamiah,Idaho,32371
Kellogg,Idaho,35658
Kendrick,Idaho,54167
Ketchum,Idaho,82168
Kimberly,Idaho,69434
Kooskia,Idaho,34063
Kootenai,Idaho,69032
Kuna,Idaho,75684
Laclede,Idaho,85375
Lapwai,Idaho,50139
Lava Hot Springs,Idaho,43542
Leadore,Idaho,26042
Letha,Idaho,-
Lewiston,Idaho,60581
Lewisville,Idaho,72500
Lincoln,Idaho,67104
Lost River,Idaho,-
Lowman,Idaho,76500
McCall,Idaho,53216
McCammon,Idaho,58571
Mackay,Idaho,40750
Malad City,Idaho,67667
Malta,Idaho,41607
Marsing,Idaho,53221
Melba,Idaho,42500
Menan,Idaho,70417
Meridian,Idaho,85201
Middleton,Idaho,59230
Midvale,Idaho,48542
Minidoka,Idaho,34250
Montpelier,Idaho,46786
Moore,Idaho,-
Moreland,Idaho,57259
Moscow,Idaho,49251
Mountain Home,Idaho,45652
Mountain Home AFB,Idaho,54545
Moyie Springs,Idaho,54626
Mud Lake,Idaho,47277
Mullan,Idaho,44423
Murphy,Idaho,-
Murtaugh,Idaho,62031
Nampa,Idaho,57552
Newdale,Idaho,71250
New Meadows,Idaho,52411
New Plymouth,Idaho,53750
Nezperce,Idaho,53250
Notus,Idaho,67708
Oakley,Idaho,67000
Oldtown,Idaho,56250
Onaway,Idaho,-
Orofino,Idaho,45227
Osburn,Idaho,46066
Oxford,Idaho,63750
Paris,Idaho,70909
Parker,Idaho,80000
Parkline,Idaho,62917
Parma,Idaho,45900
Paul,Idaho,54375
Payette,Idaho,49683
Peck,Idaho,51364
Pierce,Idaho,44167
Pinehurst,Idaho,49375
Placerville,Idaho,71875
Plummer,Idaho,47361
Pocatello,Idaho,51293
Ponderay,Idaho,38968
Post Falls,Idaho,65592
Potlatch,Idaho,54886
Preston,Idaho,48651
Priest River,Idaho,44576
Princeton,Idaho,-
Rathdrum,Idaho,67931
Reubens,Idaho,66250
Rexburg,Idaho,44034
Richfield,Idaho,53750
Rigby,Idaho,58287
Riggins,Idaho,43125
Ririe,Idaho,56641
Riverside,Idaho,88750
Roberts,Idaho,32708
Robie Creek,Idaho,108681
Rockford,Idaho,50833
Rockford Bay,Idaho,125000
Rockland,Idaho,45500
Rupert,Idaho,45227
St. Anthony,Idaho,42232
St. Charles,Idaho,-
St. Maries,Idaho,44233
Salmon,Idaho,43241
Sandpoint,Idaho,53567
Shelley,Idaho,61707
Shoshone,Idaho,37470
Silverton,Idaho,86895
Smelterville,Idaho,41059
Smiths Ferry,Idaho,-
Soda Springs,Idaho,58400
Spencer,Idaho,63229
Spirit Lake,Idaho,54226
Stanley,Idaho,68668
Star,Idaho,75120
State Line,Idaho,-
Stites,Idaho,28750
Sugar City,Idaho,50281
Sun Valley,Idaho,61938
Swan Valley,Idaho,72813
Sweetwater,Idaho,108125
Tensed,Idaho,24250
Teton,Idaho,39531
Tetonia,Idaho,51154
Troy,Idaho,76181
Twin Falls,Idaho,53936
Tyhee,Idaho,82292
Ucon,Idaho,71442
Victor,Idaho,63500
Viola,Idaho,73906
Wallace,Idaho,46250
Wardner,Idaho,31875
Warm River,Idaho,-
Weippe,Idaho,25139
Weiser,Idaho,39233
Wendell,Idaho,42547
Weston,Idaho,65417
White Bird,Idaho,15179
Wilder,Idaho,45313
Winchester,Idaho,42813
Worley,Idaho,40000
Yellow Pine,Idaho,-
Abingdon,Illinois,44042
Adair,Illinois,-
Adams,Illinois,-
Addieville village,Illinois,88333
Addison village,Illinois,75960
Adeline village,Illinois,53438
Albany village,Illinois,64205
Albers village,Illinois,103554
Albion,Illinois,48603
Alden,Illinois,-
Aledo,Illinois,53277
Alexander,Illinois,97552
Alexis village,Illinois,54792
Algonquin village,Illinois,115346
Alhambra village,Illinois,46477
Allendale village,Illinois,75234
Allenville village,Illinois,55179
Allerton village,Illinois,62857
Alma village,Illinois,44375
Alorton village,Illinois,19605
Alpha village,Illinois,63611
Alsey village,Illinois,44583
Alsip village,Illinois,59123
Altamont,Illinois,55972
Alton,Illinois,45225
Altona village,Illinois,66944
Alto Pass village,Illinois,54167
Alvin village,Illinois,65673
Amboy,Illinois,66082
Anchor village,Illinois,62763
Andalusia village,Illinois,64792
Andover village,Illinois,58295
Andres,Illinois,89318
Anna,Illinois,35637
Annapolis,Illinois,53229
Annawan,Illinois,52000
Antioch village,Illinois,100705
Apple Canyon Lake,Illinois,87500
Apple River village,Illinois,42083
Arbury Hills,Illinois,87222
Arcola,Illinois,67625
Arenzville village,Illinois,85938
Argenta village,Illinois,72619
Argyle,Illinois,195766
Arlington village,Illinois,67917
Arlington Heights village,Illinois,106996
Armington village,Illinois,43125
Aroma Park village,Illinois,52500
Arrowsmith village,Illinois,73750
Arthur village,Illinois,50789
Ashkum village,Illinois,73594
Ashland village,Illinois,63571
Ashley,Illinois,41250
Ashmore village,Illinois,50417
Ashton village,Illinois,53819
Assumption,Illinois,48690
Astoria,Illinois,42756
Athens,Illinois,81786
Atkinson,Illinois,49640
Atlanta,Illinois,56513
Atwood village,Illinois,50139
Auburn,Illinois,86367
Augusta village,Illinois,37000
Aurora,Illinois,79642
Ava,Illinois,57813
Aviston village,Illinois,84735
Avon village,Illinois,36818
Baileyville,Illinois,-
Baldwin village,Illinois,42500
Banner village,Illinois,46000
Bannockburn village,Illinois,147500
Bardolph village,Illinois,28250
Barrington village,Illinois,126250
Barrington Hills village,Illinois,185446
Barry,Illinois,55625
Barstow,Illinois,40417
Bartelso village,Illinois,85682
Bartlett village,Illinois,114121
Bartonville village,Illinois,60218
Basco village,Illinois,35000
Batavia,Illinois,109146
Batchtown village,Illinois,74375
Bath village,Illinois,44750
Baylis village,Illinois,79250
Bay View Gardens village,Illinois,37292
Beach Park village,Illinois,75968
Beardstown,Illinois,49643
Beason,Illinois,47717
Beaverville village,Illinois,50000
Beckemeyer village,Illinois,54539
Bedford Park village,Illinois,91964
Beecher village,Illinois,89543
Beecher City village,Illinois,43750
Belgium village,Illinois,44625
Belknap village,Illinois,-
Belle Prairie City,Illinois,-
Belle Rive village,Illinois,47841
Belleville,Illinois,56404
Bellevue village,Illinois,54167
Bellflower village,Illinois,74286
Bellmont village,Illinois,43750
Bellwood village,Illinois,66517
Belvidere,Illinois,57507
Bement village,Illinois,60139
Benld,Illinois,42961
Bensenville village,Illinois,68532
Benson village,Illinois,66250
Bentley,Illinois,60000
Benton,Illinois,46530
Berkeley village,Illinois,73812
Berlin village,Illinois,61563
Berwyn,Illinois,64965
Bethalto village,Illinois,66193
Bethany village,Illinois,53750
Beverly,Illinois,-
Big Foot Prairie,Illinois,-
Biggsville village,Illinois,88438
Big Rock village,Illinois,112778
Bingham village,Illinois,47500
Bishop Hill village,Illinois,-
Bismarck village,Illinois,71250
Blairsville,Illinois,51667
Blandinsville village,Illinois,49779
Bloomfield,Illinois,-
Bloomingdale village,Illinois,87324
Bloomington,Illinois,69003
Blue Island,Illinois,51989
Blue Mound village,Illinois,55298
Bluffs village,Illinois,66442
Bluford village,Illinois,51389
Bolingbrook village,Illinois,97371
Bondville village,Illinois,50000
Bone Gap village,Illinois,49063
Bonfield village,Illinois,73333
Bonnie village,Illinois,59792
Bonnie Brae,Illinois,69263
Boody,Illinois,53828
Boulder Hill,Illinois,71663
Bourbonnais village,Illinois,72819
Bowen village,Illinois,63571
Braceville village,Illinois,79375
Bradford village,Illinois,51250
Bradley village,Illinois,57958
Braidwood,Illinois,69992
Breese,Illinois,64102
Bridgeport,Illinois,49038
Bridgeview village,Illinois,58371
Brighton village,Illinois,63421
Brimfield village,Illinois,56094
Broadlands village,Illinois,73750
Broadview village,Illinois,56798
Broadwell village,Illinois,57727
Brocton village,Illinois,52969
Brookfield village,Illinois,90083
Brooklyn village,Illinois,-
Brookport,Illinois,36806
Broughton village,Illinois,28750
Browning village,Illinois,-
Browns village,Illinois,54583
Brownstown village,Illinois,41042
Brussels village,Illinois,-
Bryant village,Illinois,52500
Buckingham village,Illinois,67500
Buckley village,Illinois,51250
Buckner village,Illinois,40250
Buda village,Illinois,44722
Buffalo village,Illinois,55500
Buffalo Grove village,Illinois,121212
Buffalo Prairie,Illinois,-
Bull Valley village,Illinois,109405
Bulpitt village,Illinois,60357
Buncombe village,Illinois,41964
Bunker Hill,Illinois,57857
Burbank,Illinois,73466
Bureau Junction village,Illinois,51875
Burlington village,Illinois,76250
Burnham village,Illinois,50556
Burnt Prairie village,Illinois,95000
Burr Ridge village,Illinois,148214
Burton,Illinois,-
Burtons Bridge,Illinois,63875
Bush village,Illinois,69250
Bushnell,Illinois,55412
Butler village,Illinois,47368
Byron,Illinois,66620
Cabery village,Illinois,51167
Cable,Illinois,60741
Cahokia village,Illinois,30556
Cairo,Illinois,29375
Caledonia village,Illinois,77222
Calhoun village,Illinois,48393
Calumet City,Illinois,52994
Calumet Park village,Illinois,52696
Camargo village,Illinois,67500
Cambria village,Illinois,42643
Cambridge village,Illinois,67361
Camden village,Illinois,-
Cameron,Illinois,52029
Campbell Hill village,Illinois,60000
Campbell's Island,Illinois,61987
Camp Point village,Illinois,53750
Campton Hills village,Illinois,183050
Campus village,Illinois,85000
Candlewick Lake,Illinois,83946
Canton,Illinois,47682
Cantrall village,Illinois,76250
Capron village,Illinois,68859
Carbon Cliff village,Illinois,42059
Carbondale,Illinois,24452
Carbon Hill village,Illinois,83750
Carlinville,Illinois,46147
Carlock village,Illinois,68500
Carlyle,Illinois,56481
Carman,Illinois,-
Carmi,Illinois,47128
Carol Stream village,Illinois,95342
Carpentersville village,Illinois,73121
Carrier Mills village,Illinois,46398
Carrollton,Illinois,64470
Carterville,Illinois,61000
Carthage,Illinois,68654
Cary village,Illinois,106940
Casey,Illinois,44856
Caseyville village,Illinois,51667
Catlin village,Illinois,51875
Cave-In-Rock village,Illinois,25500
Cedar Point village,Illinois,61250
Cedarville village,Illinois,63681
Central City village,Illinois,43269
Centralia,Illinois,40979
Centreville,Illinois,24088
Cerro Gordo village,Illinois,61364
Chadwick village,Illinois,55089
Champaign,Illinois,52687
Chandlerville village,Illinois,36250
Channahon village,Illinois,105156
Channel Lake,Illinois,53969
Chapin village,Illinois,61350
Charleston,Illinois,44371
Chatham village,Illinois,95310
Chatsworth,Illinois,50231
Chebanse village,Illinois,75000
Chemung,Illinois,39650
Chenoa,Illinois,58977
Cherry village,Illinois,46000
Cherry Valley village,Illinois,69358
Chester,Illinois,56368
Chesterfield village,Illinois,56528
Chestnut,Illinois,-
Chicago,Illinois,65781
Chicago Heights,Illinois,54870
Chicago Ridge village,Illinois,56494
Chillicothe,Illinois,54297
Chrisman,Illinois,54231
Christopher,Illinois,39871
Cicero,Illinois,58433
Cisco village,Illinois,42188
Cisne village,Illinois,40865
Cissna Park village,Illinois,45074
Claremont village,Illinois,34250
Clarendon Hills village,Illinois,107375
Clay City village,Illinois,48304
Clayton village,Illinois,47386
Clear Lake village,Illinois,56691
Cleveland village,Illinois,55714
Clifton village,Illinois,83438
Clinton,Illinois,48619
Coal City village,Illinois,77636
Coalton village,Illinois,65000
Coal Valley village,Illinois,80095
Coatsburg village,Illinois,58125
Cobden village,Illinois,34704
Coffeen,Illinois,42083
Colchester,Illinois,49063
Coleta village,Illinois,49375
Colfax village,Illinois,62798
Collinsville,Illinois,60793
Colona,Illinois,68657
Colp village,Illinois,14375
Columbia,Illinois,102107
Columbus village,Illinois,75000
Como,Illinois,61528
Compton village,Illinois,53571
Concord village,Illinois,29583
Congerville village,Illinois,70081
Cooksville village,Illinois,57917
Coral,Illinois,-
Cordova village,Illinois,65813
Cornell village,Illinois,52292
Cornland,Illinois,-
Cortland,Illinois,72431
Coulterville village,Illinois,44063
Country Club Hills,Illinois,64888
Countryside,Illinois,74750
Cowden village,Illinois,40278
Coyne Center,Illinois,107212
Crab Orchard,Illinois,-
Crainville village,Illinois,61553
Creal Springs,Illinois,34514
Crescent City village,Illinois,58661
Crest Hill,Illinois,63172
Creston village,Illinois,65750
Crestwood village,Illinois,65074
Crete village,Illinois,80718
Creve Coeur village,Illinois,44410
Crossville village,Illinois,41875
Crystal Lake,Illinois,96274
Crystal Lawns,Illinois,96225
Cuba,Illinois,33750
Cullom village,Illinois,52273
Curran village,Illinois,45000
Custer Park,Illinois,153347
Cutler village,Illinois,46875
Cypress village,Illinois,40833
Dahlgren village,Illinois,41731
Dakota village,Illinois,61696
Dallas City,Illinois,41750
Dalton City village,Illinois,57115
Dalzell village,Illinois,68173
Damiansville village,Illinois,83571
Dana village,Illinois,53750
Danforth village,Illinois,41339
Danvers village,Illinois,65707
Danville,Illinois,39230
Darien,Illinois,104226
Darmstadt,Illinois,-
Davis village,Illinois,63333
Davis Junction village,Illinois,90039
Dawson village,Illinois,60833
Dayton,Illinois,98618
Decatur,Illinois,45111
Deer Creek village,Illinois,69018
Deerfield village,Illinois,168568
Deer Grove village,Illinois,66458
Deer Park village,Illinois,165625
DeKalb,Illinois,45591
De Land village,Illinois,48542
Delavan,Illinois,55833
De Pue village,Illinois,64583
De Soto village,Illinois,47976
Des Plaines,Illinois,79453
Detroit village,Illinois,-
Dewey,Illinois,-
De Witt village,Illinois,55938
Diamond village,Illinois,57870
Dieterich village,Illinois,66250
Divernon village,Illinois,62885
Dix village,Illinois,24531
Dixmoor village,Illinois,46406
Dixon,Illinois,50491
Dolton village,Illinois,53047
Dongola village,Illinois,36591
Donnellson village,Illinois,-
Donovan village,Illinois,40625
Dorchester village,Illinois,84375
Dover village,Illinois,39531
Dowell village,Illinois,40000
Downers Grove village,Illinois,105217
Downs village,Illinois,95313
Du Bois village,Illinois,69219
Dundas,Illinois,103125
Dunfermline village,Illinois,53438
Dunlap village,Illinois,119712
Dupo village,Illinois,47357
Du Quoin,Illinois,44286
Durand village,Illinois,54643
Dwight village,Illinois,60806
Eagarville village,Illinois,51964
Eagle Lake,Illinois,-
Earlville,Illinois,55966
East Alton village,Illinois,47089
East Brooklyn village,Illinois,94167
East Cape Girardeau village,Illinois,37813
East Carondelet village,Illinois,48750
East Dubuque,Illinois,56576
East Dundee village,Illinois,71795
East Galesburg village,Illinois,65703
East Gillespie village,Illinois,69286
East Hazel Crest village,Illinois,51121
East Lynn,Illinois,210811
East Moline,Illinois,55529
Easton village,Illinois,65313
East Peoria,Illinois,68246
East St. Louis,Illinois,26011
Eddyville village,Illinois,-
Edgewood village,Illinois,48750
Edgington,Illinois,123889
Edinburg village,Illinois,61250
Edwardsville,Illinois,78298
Effingham,Illinois,56242
Elburn village,Illinois,99877
El Dara village,Illinois,123125
Eldorado,Illinois,33734
Eldred village,Illinois,45938
Elgin,Illinois,79757
Eliza,Illinois,-
Elizabeth village,Illinois,43393
Elizabethtown village,Illinois,13438
Elk Grove Village village,Illinois,89187
Elkhart village,Illinois,77500
Elkville village,Illinois,42557
Elliott village,Illinois,55341
Ellis Grove village,Illinois,57083
Ellisville village,Illinois,43750
Ellsworth village,Illinois,51563
Elmhurst,Illinois,128355
Elmwood,Illinois,78770
Elmwood Park village,Illinois,68833
El Paso,Illinois,58179
Elsah village,Illinois,81250
Elvaston village,Illinois,37500
Elwin,Illinois,-
Elwood village,Illinois,76339
Emden village,Illinois,56458
Emington village,Illinois,60000
Energy village,Illinois,53882
Enfield village,Illinois,34079
Equality village,Illinois,47083
Erie village,Illinois,83250
Essex village,Illinois,81000
Eureka,Illinois,48902
Evanston,Illinois,87345
Evansville village,Illinois,60694
Evergreen Park village,Illinois,85328
Ewing village,Illinois,63750
Exeter village,Illinois,50000
Fairbury,Illinois,59456
Fairfield,Illinois,42083
Fairmont,Illinois,52444
Fairmont City village,Illinois,39247
Fairmount village,Illinois,56719
Fairview village,Illinois,68750
Fairview Heights,Illinois,70825
Fall Creek,Illinois,-
Farina village,Illinois,35658
Farmer City,Illinois,51250
Farmersville village,Illinois,59423
Farmington,Illinois,53563
Fayetteville village,Illinois,58472
Ferris village,Illinois,47500
Fidelity village,Illinois,38281
Fieldon village,Illinois,60250
Fillmore village,Illinois,42292
Findlay village,Illinois,50694
Fisher village,Illinois,74504
Fithian village,Illinois,62188
Flanagan village,Illinois,68958
Flat Rock village,Illinois,42000
Flora,Illinois,50563
Floraville,Illinois,-
Florence village,Illinois,-
Flossmoor village,Illinois,126085
Foosland village,Illinois,53250
Ford Heights village,Illinois,37885
Forest City village,Illinois,57500
Forest Lake,Illinois,134821
Forest Park village,Illinois,72827
Forest View village,Illinois,97500
Forrest village,Illinois,63500
Forreston village,Illinois,60648
Forsyth village,Illinois,96875
Fowler,Illinois,-
Fox Lake village,Illinois,64221
Fox Lake Hills,Illinois,92159
Fox River Grove village,Illinois,109645
Frankfort village,Illinois,145645
Frankfort Square,Illinois,117625
Franklin village,Illinois,68393
Franklin Grove village,Illinois,50302
Franklin Park village,Illinois,70221
Franklinville,Illinois,-
Freeburg village,Illinois,65188
Freeman Spur village,Illinois,42222
Freeport,Illinois,41831
Fulton,Illinois,52632
Fults village,Illinois,-
Gages Lake,Illinois,98009
Galatia village,Illinois,47250
Galena,Illinois,57632
Galesburg,Illinois,39115
Galt,Illinois,61761
Galva,Illinois,51042
Garden Prairie,Illinois,52567
Gardner village,Illinois,73203
Garrett village,Illinois,46875
Gays village,Illinois,71250
Geneseo,Illinois,59327
Geneva,Illinois,126759
Genoa,Illinois,74676
Georgetown,Illinois,66071
Georgetown,Illinois,49484
Germantown village,Illinois,67031
Germantown Hills village,Illinois,143447
German Valley village,Illinois,64519
Gibson City,Illinois,47091
Gifford village,Illinois,66528
Gilberts village,Illinois,101298
Gillespie,Illinois,45817
Gilman,Illinois,61705
Gilson,Illinois,57778
Girard,Illinois,45345
Gladstone village,Illinois,32361
Glasford village,Illinois,71477
Glasgow village,Illinois,35417
Glen Carbon village,Illinois,86406
Glencoe village,Illinois,212132
Glendale Heights village,Illinois,77582
Glen Ellyn village,Illinois,124754
Glenview village,Illinois,123771
Glenwood village,Illinois,65685
Godfrey village,Illinois,80560
Godley village,Illinois,41324
Golconda,Illinois,33083
Golden village,Illinois,54583
Golden Gate village,Illinois,13686
Golf village,Illinois,211100
Goodenow,Illinois,-
Goodfield village,Illinois,94583
Good Hope village,Illinois,50833
Goofy Ridge,Illinois,47292
Goreville village,Illinois,64444
Gorham village,Illinois,26250
Grafton,Illinois,81250
